ORDER_NUMBER,ORDER_TYPE,ORDER_DESCRIPTION,ISSUE_CODE,ISSUE_DESCRIPTION,MAINT_ACTIVITY_TYPE,MAINT_ACTIVITY_DESCRIPTION,ORDER_CREATE_DATE,ORDER_CREATE_TIME,JOB_PRIORITY,SUBURB,STREET,HOUSE_NUM1,HOUSE_NUM2,POSTCODE,FITTER_DISTRICT,WORK_TIME_ELAPSED
401547662,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190802,16:30:46,C,LAKEMBA,LAKEMBA ST,143,,2195,330,250
401571594,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190823,14:16:41,C,CHIFLEY,CNR ANZAC PDE & FRANKLIN,,,2036,442,90
401571594,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190823,14:16:41,C,CHIFLEY,CNR ANZAC PDE & FRANKLIN,,,2036,442,90
401552869,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190805,18:25:57,C,ROSELANDS,KING GEORGES RD,258,,2196,330,435
401552869,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190805,18:25:57,C,ROSELANDS,KING GEORGES RD,258,,2196,330,435
401556570,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190808,23:08:28,B,LANE COVE NORTH,LONGUEVIEW RD,37,,2066,440,80
401556570,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190808,23:08:28,B,LANE COVE NORTH,LONGUEVIEW RD,37,,2066,440,80
401556570,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190808,23:08:28,B,LANE COVE NORTH,LONGUEVIEW RD,37,,2066,440,80
401556570,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190808,23:08:28,B,LANE COVE NORTH,LONGUEVIEW RD,37,,2066,440,80
401564074,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190816,22:39:14,C,MERRYLANDS WEST,EDDY ST,26,,2160,210,45
401564074,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190816,22:39:14,C,MERRYLANDS WEST,EDDY ST,26,,2160,210,45
401564074,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190816,22:39:14,C,MERRYLANDS WEST,EDDY ST,26,,2160,210,45
401564074,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190816,22:39:14,C,MERRYLANDS WEST,EDDY ST,26,,2160,210,45
401570871,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190822,20:56:15,B,KURRI KURRI,LANG ST,25,,2327,503,140
401570871,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190822,20:56:15,B,KURRI KURRI,LANG ST,25,,2327,503,140
401562836,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190815,19:37:49,B,GORDON,ROSEDALE RD,38,,2072,442,59
401562836,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190815,19:37:49,B,GORDON,ROSEDALE RD,38,,2072,442,59
401552714,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190805,17:07:34,C,CANLEY HEIGHTS,CANLEY VALE RD,251,,2166,240,35
401552714,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190805,17:07:34,C,CANLEY HEIGHTS,CANLEY VALE RD,251,,2166,240,35
401552714,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190805,17:07:34,C,CANLEY HEIGHTS,CANLEY VALE RD,251,,2166,240,35
401552714,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190805,17:07:34,C,CANLEY HEIGHTS,CANLEY VALE RD,251,,2166,240,35
401559447,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190812,22:55:26,B,GLEBE,GLEBE POINT RD,170,,2037,320,29
401559447,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190812,22:55:26,B,GLEBE,GLEBE POINT RD,170,,2037,320,29
401559447,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190812,22:55:26,B,GLEBE,GLEBE POINT RD,170,,2037,320,29
401559447,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190812,22:55:26,B,GLEBE,GLEBE POINT RD,170,,2037,320,29
401554213,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190806,18:47:49,B,DAPTO,STATION ST,1,,2530,301,120
401554213,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190806,18:47:49,B,DAPTO,STATION ST,1,,2530,301,120
401547662,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190802,16:30:46,C,LAKEMBA,LAKEMBA ST,143,,2195,330,79
401547662,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190802,16:30:46,C,LAKEMBA,LAKEMBA ST,143,,2195,330,79
401552869,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190805,18:25:57,C,ROSELANDS,KING GEORGES RD,258,,2196,330,209
401552869,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190805,18:25:57,C,ROSELANDS,KING GEORGES RD,258,,2196,330,209
401563939,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190816,17:50:16,B,BANKSIA,RAILWAY ST,40,,2216,340,60
401563939,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190816,17:50:16,B,BANKSIA,RAILWAY ST,40,,2216,340,60
401552867,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190805,18:08:34,B,CONCORD WEST,BURKE ST,26,,2138,330,20
401552867,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190805,18:08:34,B,CONCORD WEST,BURKE ST,26,,2138,330,20
401547109,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190802,10:54:06,B,MITTAGONG,RANGE RD,,,2575,303,30
401547109,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190802,10:54:06,B,MITTAGONG,RANGE RD,,,2575,303,30
401574825,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190828,13:01:40,B,SOUTH PENRITH,ASTEN ST,21,,2750,230,20
401574825,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190828,13:01:40,B,SOUTH PENRITH,ASTEN ST,21,,2750,230,20
401552869,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190805,18:25:57,C,ROSELANDS,KING GEORGES RD,258,,2196,330,339
401552869,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190805,18:25:57,C,ROSELANDS,KING GEORGES RD,258,,2196,330,339
401551656,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190805,13:44:24,B,SYDNEY,SUSSEX STREET,234,,2000,310,35
401551656,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190805,13:44:24,B,SYDNEY,SUSSEX STREET,234,,2000,310,35
401551656,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190805,13:44:24,B,SYDNEY,SUSSEX STREET,234,,2000,310,35
401551656,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190805,13:44:24,B,SYDNEY,SUSSEX STREET,234,,2000,310,35
401561459,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190815,07:35:52,B,BEERCROFT,COPELAND RD AND SUTHERLAN,,,2119,NA,40
401557934,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190811,12:45:57,B,MOOREBANK,RENTON AVE,82,,2170,250,30
401557934,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190811,12:45:57,B,MOOREBANK,RENTON AVE,82,,2170,250,30
401557934,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190811,12:45:57,B,MOOREBANK,RENTON AVE,82,,2170,250,30
401557934,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190811,12:45:57,B,MOOREBANK,RENTON AVE,82,,2170,250,30
401563754,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190816,15:15:24,C,CANTERBURY,ALLAN ST,1,,2193,330,50
401563754,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190816,15:15:24,C,CANTERBURY,ALLAN ST,1,,2193,330,50
401556861,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190809,09:06:39,B,FRENCHS FOREST,FOREST WAY,13,,2086,420,30
401556861,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190809,09:06:39,B,FRENCHS FOREST,FOREST WAY,13,,2086,420,30
401555566,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190807,22:08:35,B,NORWEST,STONE MASON DR,13,,2153,450,74
401555566,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190807,22:08:35,B,NORWEST,STONE MASON DR,13,,2153,450,74
401555566,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190807,22:08:35,B,NORWEST,STONE MASON DR,13,,2153,450,74
401555566,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190807,22:08:35,B,NORWEST,STONE MASON DR,13,,2153,450,74
401551892,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190805,13:07:41,B,ROCKDALE,BESTIC STREET,62-64,,2216,340,35
401551892,GTWA,Trouble/Fault Order without Account,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190805,13:07:41,B,ROCKDALE,BESTIC STREET,62-64,,2216,340,35
401558760,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190812,12:26:13,B,FAULCONBRIDGE,HIGHLAND RD,9,,2776,290,340
401558760,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190812,12:26:13,B,FAULCONBRIDGE,HIGHLAND RD,9,,2776,290,340
401555566,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190807,22:08:35,B,NORWEST,STONE MASON DR,13,,2153,450,164
401555566,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190807,22:08:35,B,NORWEST,STONE MASON DR,13,,2153,450,164
401555566,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190807,22:08:35,B,NORWEST,STONE MASON DR,13,,2153,450,164
401555566,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190807,22:08:35,B,NORWEST,STONE MASON DR,13,,2153,450,164
401571588,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190823,14:03:38,B,BALMAIN,THEODORE ST,35,,2041,320,60
401571588,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190823,14:03:38,B,BALMAIN,THEODORE ST,35,,2041,320,60
401571588,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190823,14:03:38,B,BALMAIN,THEODORE ST,35,,2041,320,60
401571588,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190823,14:03:38,B,BALMAIN,THEODORE ST,35,,2041,320,60
401560312,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190813,16:43:46,B,WEST HOXTON,CARMICHAEL DR,11,,2171,250,30
401560312,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190813,16:43:46,B,WEST HOXTON,CARMICHAEL DR,11,,2171,250,30
401560312,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190813,16:43:46,B,WEST HOXTON,CARMICHAEL DR,11,,2171,250,30
401560312,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190813,16:43:46,B,WEST HOXTON,CARMICHAEL DR,11,,2171,250,30
401546495,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190801,15:26:55,B,DARLINGTON,WILSON ST,370,,2008,310,345
401546495,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190801,15:26:55,B,DARLINGTON,WILSON ST,370,,2008,310,345
401546495,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190801,15:26:55,B,DARLINGTON,WILSON ST,370,,2008,310,345
401546495,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190801,15:26:55,B,DARLINGTON,WILSON ST,370,,2008,310,345
401570771,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190822,16:37:23,B,VAUCLUSE,BELAH AVE,6,,2030,310,95
401570771,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190822,16:37:23,B,VAUCLUSE,BELAH AVE,6,,2030,310,95
401570771,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190822,16:37:23,B,VAUCLUSE,BELAH AVE,6,,2030,310,95
401570771,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190822,16:37:23,B,VAUCLUSE,BELAH AVE,6,,2030,310,95
401562713,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190815,15:16:32,B,CHERRYBROOK,MELISSA PL,5,,2126,435,285
401562713,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190815,15:16:32,B,CHERRYBROOK,MELISSA PL,5,,2126,435,285
401562713,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190815,15:16:32,B,CHERRYBROOK,MELISSA PL,5,,2126,435,285
401562713,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190815,15:16:32,B,CHERRYBROOK,MELISSA PL,5,,2126,435,285
401546946,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190802,08:59:52,B,WOOLLAHRA,QUEEN ST,26,,2025,310,120
401546946,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190802,08:59:52,B,WOOLLAHRA,QUEEN ST,26,,2025,310,120
401546946,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190802,08:59:52,B,WOOLLAHRA,QUEEN ST,26,,2025,310,120
401546946,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190802,08:59:52,B,WOOLLAHRA,QUEEN ST,26,,2025,310,120
401545216,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190801,12:07:19,B,MARRICKVILLE,HARNETT AVE,17,,2204,320,180
401545216,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190801,12:07:19,B,MARRICKVILLE,HARNETT AVE,17,,2204,320,180
401545216,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190801,12:07:19,B,MARRICKVILLE,HARNETT AVE,17,,2204,320,180
401545216,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190801,12:07:19,B,MARRICKVILLE,HARNETT AVE,17,,2204,320,180
401561847,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190815,09:14:46,B,PALM BEACH,BARRENJOEY RD,963,,2108,425,15
401561847,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190815,09:14:46,B,PALM BEACH,BARRENJOEY RD,963,,2108,425,15
401555080,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190807,13:09:05,B,BONDI,ANGLESEA ST,14,,2026,310,20
401555080,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190807,13:09:05,B,BONDI,ANGLESEA ST,14,,2026,310,20
401555080,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190807,13:09:05,B,BONDI,ANGLESEA ST,14,,2026,310,20
401555080,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190807,13:09:05,B,BONDI,ANGLESEA ST,14,,2026,310,20
401562713,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190815,15:16:32,B,CHERRYBROOK,MELISSA PL,5,,2126,435,75
401562713,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190815,15:16:32,B,CHERRYBROOK,MELISSA PL,5,,2126,435,75
401562713,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190815,15:16:32,B,CHERRYBROOK,MELISSA PL,5,,2126,435,75
401562713,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190815,15:16:32,B,CHERRYBROOK,MELISSA PL,5,,2126,435,75
401555848,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190808,09:47:47,B,SYLVANIA,PRINCES HWY,46,,2224,350,10
401555848,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190808,09:47:47,B,SYLVANIA,PRINCES HWY,46,,2224,350,10
401558426,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190812,10:26:54,B,MERRYLANDS,MERRYLANDS RD,226,,2160,210,45
401558426,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190812,10:26:54,B,MERRYLANDS,MERRYLANDS RD,226,,2160,210,45
401558426,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190812,10:26:54,B,MERRYLANDS,MERRYLANDS RD,226,,2160,210,45
401558426,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190812,10:26:54,B,MERRYLANDS,MERRYLANDS RD,226,,2160,210,45
401561847,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190815,09:14:46,B,PALM BEACH,BARRENJOEY RD,963,,2108,425,15
401561847,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190815,09:14:46,B,PALM BEACH,BARRENJOEY RD,963,,2108,425,15
401545284,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190801,12:26:02,B,CREMORNE,MURDOCH ST,43,,2090,410,105
401545284,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190801,12:26:02,B,CREMORNE,MURDOCH ST,43,,2090,410,105
401562714,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190815,15:19:44,B,GORDON,LENNOX ST,1,,2072,442,25
401562714,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190815,15:19:44,B,GORDON,LENNOX ST,1,,2072,442,25
401565007,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190819,09:02:00,B,SCHOFIELDS,ECLIPSE ST,51,,2762,220,15
401565007,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190819,09:02:00,B,SCHOFIELDS,ECLIPSE ST,51,,2762,220,15
401555577,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190808,07:51:33,B,CAMERON PARK,COMEL AVE,70,,2285,502,25
401555577,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190808,07:51:33,B,CAMERON PARK,COMEL AVE,70,,2285,502,25
401546946,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190802,08:59:52,B,WOOLLAHRA,QUEEN ST,26,,2025,310,140
401546946,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190802,08:59:52,B,WOOLLAHRA,QUEEN ST,26,,2025,310,140
401546946,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190802,08:59:52,B,WOOLLAHRA,QUEEN ST,26,,2025,310,140
401546946,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190802,08:59:52,B,WOOLLAHRA,QUEEN ST,26,,2025,310,140
401558760,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190812,12:26:13,B,FAULCONBRIDGE,HIGHLAND RD,9,,2776,290,150
401558760,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190812,12:26:13,B,FAULCONBRIDGE,HIGHLAND RD,9,,2776,290,150
401573412,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190827,07:56:40,B,LIDCOMBE,BOTANICA DR,3,,2141,210,10
401573412,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190827,07:56:40,B,LIDCOMBE,BOTANICA DR,3,,2141,210,10
401573412,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190827,07:56:40,B,LIDCOMBE,BOTANICA DR,3,,2141,210,10
401573412,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190827,07:56:40,B,LIDCOMBE,BOTANICA DR,3,,2141,210,10
Z401578235,ZTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190830,14:29:58,B,BONNER,SECRETARY ST,2,,2914,441,185
Z401578235,ZTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190830,14:29:58,B,BONNER,SECRETARY ST,2,,2914,441,185
Z401578235,ZTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190830,14:29:58,B,BONNER,SECRETARY ST,2,,2914,441,180
Z401578235,ZTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190830,14:29:58,B,BONNER,SECRETARY ST,2,,2914,441,180
401559724,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190813,10:04:44,B,COOTAMUNDRA,BARNES ST,9,,2590,365,210
401559724,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190813,10:04:44,B,COOTAMUNDRA,BARNES ST,9,,2590,365,210
401546495,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190801,15:26:55,B,DARLINGTON,WILSON ST,370,,2008,310,415
401546495,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190801,15:26:55,B,DARLINGTON,WILSON ST,370,,2008,310,415
401546495,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190801,15:26:55,B,DARLINGTON,WILSON ST,370,,2008,310,415
401546495,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190801,15:26:55,B,DARLINGTON,WILSON ST,370,,2008,310,415
401559336,GTNO,Normal Trouble/Fault Order,101,ESCAPE AT COMPANY MAIN/SERVICE,EST,Escape Street,20190813,07:54:24,B,TELOPEA,STURT ST,27,U 26,2117,210,65
